time_s,cpu_percent,rss_mb
5.000,11.72,344.6
5.100,13.68,344.6
5.200,11.70,345.6
5.300,13.68,344.7
5.401,11.61,344.5
5.501,9.78,344.6
5.601,13.66,344.5
5.700,11.78,345.6
5.800,13.69,344.6
5.901,11.25,344.6
6.001,10.16,344.6
6.100,13.78,344.5
6.200,11.69,344.5
6.300,13.70,344.6
6.400,11.70,344.6
6.500,11.71,345.5
6.600,11.70,344.5
6.700,11.72,344.5
6.800,13.70,344.6
6.900,11.69,344.5
7.000,11.74,344.5
7.100,13.71,344.5
7.201,11.62,344.5
7.301,13.68,344.6
7.400,11.74,344.5
7.501,11.72,344.5
7.601,13.64,344.5
7.701,11.71,345.6
7.800,13.75,345.2
7.900,11.74,344.6
8.001,11.64,344.5
8.101,13.69,344.6
8.201,11.70,344.6
8.300,13.72,344.5
8.400,11.76,344.6
8.501,11.64,345.5
8.600,13.75,345.4
8.700,11.70,344.6
8.800,13.70,344.5
8.900,11.71,344.8
9.000,11.74,344.5
9.100,13.66,344.5
9.201,11.55,344.5
9.301,13.78,344.5
9.400,11.76,344.5
9.500,11.72,345.5
9.600,11.71,344.5
9.701,11.69,344.6
9.802,13.12,344.5
9.901,12.18,344.5
10.001,11.74,344.6
10.101,13.59,344.6
10.200,11.84,344.5
10.301,13.60,344.6
10.401,11.71,344.5
10.501,11.78,344.8
10.601,13.69,344.5
10.700,11.70,344.6
10.801,13.60,345.6
10.900,11.86,344.5
11.000,11.66,345.5
11.100,13.69,345.6
11.201,11.66,344.6
11.301,13.66,344.6
11.401,11.75,344.6
11.501,11.70,344.6
11.600,13.74,344.6
11.701,11.60,344.5
11.800,13.82,344.5
11.900,11.72,344.6
12.000,11.69,345.0
12.100,13.68,344.5
12.200,11.74,344.6
12.301,13.60,344.6
12.400,11.75,344.5
12.500,11.70,345.3
12.601,13.69,344.6
12.700,11.69,344.5
12.801,13.46,344.6
12.901,11.90,345.6
13.001,11.71,345.5
13.101,13.65,344.6
13.201,11.71,344.6
13.301,13.70,345.6
13.401,11.74,344.6
13.501,11.72,344.5
13.600,13.71,345.6
13.700,11.70,344.5
13.800,13.71,344.5
13.900,11.69,345.6
14.000,11.72,344.5
14.100,13.72,344.6
14.200,11.66,344.5
14.300,13.69,344.6
14.401,11.65,344.6
14.501,11.72,344.5
14.600,13.75,344.5
14.701,11.62,344.6
14.800,13.75,344.5
