workflow,TTFP (s),Latency P50 (ms),Latency P95 (ms),FPS,Throughput (kS/s),Dropped (%),CPU avg (%),CPU max (%),RSS avg (MB),RSS max (MB)
W?,0.0732429000781849,33.49962492939085,49.37709996011108,8.22960612617149,232.43125,0.0,13.559411764705882,37.3,269.70506439262095,270.5
