workflow,TTFP (s),Latency P50 (ms),Latency P95 (ms),FPS,Throughput (kS/s),Dropped (%),CPU avg (%),CPU max (%),RSS avg (MB),RSS max (MB)
W?,0.053498500026762486,34.57827499369159,50.77145004179329,8.142143903969252,232.3035,0.0,14.208270676691729,54.55,266.45483234714004,268.0
