time_s,cpu_percent,rss_mb
5.001,0.00,279.3
5.101,0.00,279.3
5.200,0.00,279.3
5.300,0.00,279.3
5.401,0.00,279.3
5.501,0.00,279.3
5.601,0.00,279.3
5.700,0.00,279.3
5.800,0.00,279.3
5.900,0.00,279.4
6.001,0.00,279.4
6.101,0.00,279.4
6.200,0.00,279.4
6.300,0.00,279.4
6.401,0.00,279.4
6.501,0.00,279.4
6.600,0.00,279.4
6.700,0.00,279.4
6.801,0.00,279.4
6.900,0.00,279.4
7.000,0.00,279.4
7.101,0.00,279.4
7.200,0.00,279.4
7.300,0.00,279.4
7.400,0.00,279.4
7.501,0.00,279.4
7.601,0.00,279.4
7.701,0.00,279.4
7.800,0.00,279.4
7.900,0.00,279.4
8.000,0.00,279.4
8.101,0.00,279.4
8.201,0.00,279.4
8.301,0.00,279.4
8.400,0.00,279.4
8.501,0.00,279.4
8.601,0.00,279.4
8.700,0.00,279.4
8.800,0.00,279.4
8.901,0.00,279.4
9.000,0.00,279.4
9.100,0.00,279.4
9.201,0.00,279.4
9.301,0.00,279.4
9.401,0.00,279.4
9.500,0.00,279.4
9.600,0.00,279.4
9.700,0.00,279.4
9.800,0.00,279.4
9.900,0.00,279.4
10.000,0.00,279.4
10.100,0.00,279.4
10.201,0.00,279.4
10.301,0.00,279.4
10.401,0.00,279.4
10.500,0.00,279.4
10.601,0.00,279.4
10.701,0.00,279.4
10.800,0.00,279.4
10.900,0.00,279.4
11.001,0.00,279.4
11.100,0.00,279.4
11.201,0.00,279.4
11.301,0.00,279.4
11.400,0.00,279.4
11.501,0.00,279.4
11.601,0.00,279.4
11.700,0.00,279.4
11.800,0.00,279.4
11.900,0.00,279.4
12.001,0.00,279.4
12.100,0.00,279.4
12.200,0.00,279.4
12.301,0.00,279.4
12.401,0.00,279.4
12.501,0.00,279.4
12.600,0.00,279.4
12.701,0.00,279.4
12.801,0.00,279.4
12.901,0.00,279.4
13.001,0.00,279.4
13.100,0.00,279.4
13.201,0.00,279.4
13.300,0.00,279.4
13.400,0.00,279.4
13.500,0.00,279.4
13.600,0.00,279.4
13.700,0.00,279.4
13.800,0.00,279.4
13.901,0.00,279.4
14.001,0.00,279.4
14.100,0.00,279.4
14.200,0.00,279.4
14.301,0.00,279.4
14.401,0.00,279.4
14.500,0.00,279.4
14.600,0.00,279.4
14.700,0.00,279.4
14.801,0.00,279.4
14.900,0.00,279.4
15.001,0.00,279.4
15.100,0.00,279.4
15.200,0.00,279.4
15.300,0.00,279.4
15.401,0.00,279.4
15.501,0.00,279.4
15.601,0.00,279.4
15.700,0.00,279.4
15.800,0.00,279.4
15.901,0.00,279.4
16.000,0.00,279.4
16.100,0.00,279.4
16.201,0.00,279.4
16.301,0.00,279.4
16.401,0.00,279.4
16.500,0.00,279.4
16.601,0.00,279.4
16.701,0.00,279.4
16.800,0.00,279.4
16.900,0.00,279.4
17.001,0.00,279.4
17.101,0.00,279.4
17.200,0.00,279.4
17.301,0.00,279.4
17.401,0.00,279.4
