time_s,cpu_percent,rss_mb
5.000,0.00,278.0
5.100,0.00,278.0
5.201,0.00,278.0
5.300,0.00,278.0
5.400,0.00,278.0
5.501,0.00,278.0
5.601,0.00,278.0
5.701,0.00,278.0
5.801,0.00,278.0
5.901,0.00,278.0
6.000,0.00,278.0
6.100,0.00,278.0
6.200,0.00,278.0
6.300,0.00,278.0
6.401,0.00,278.0
6.501,0.00,278.0
6.600,0.00,278.0
6.701,0.00,278.0
6.800,0.00,278.0
6.900,0.00,278.0
7.000,0.00,278.0
7.101,0.00,278.0
7.200,0.00,278.0
7.300,0.00,278.0
7.400,0.00,278.0
7.500,0.00,278.0
7.601,0.00,278.0
7.701,0.00,278.0
7.801,0.00,278.0
7.901,0.00,278.0
8.001,0.00,278.0
8.100,0.00,278.0
8.201,0.00,278.0
8.301,0.00,278.0
8.401,0.00,278.0
8.501,0.00,278.0
8.601,0.00,278.0
8.701,0.00,278.0
8.801,0.00,278.0
8.900,0.00,278.0
9.001,0.00,278.0
9.101,0.00,278.0
9.201,0.00,278.0
9.301,0.00,278.0
9.400,0.00,278.0
9.500,0.00,278.0
9.600,0.00,278.0
9.700,0.00,278.0
9.800,0.00,278.0
9.901,0.00,278.0
10.001,0.00,278.0
10.101,0.00,278.0
10.200,0.00,278.0
10.300,0.00,278.0
10.400,0.00,278.0
10.500,0.00,278.0
10.600,0.00,278.0
10.701,0.00,278.0
10.800,0.00,278.0
10.901,0.00,278.0
11.000,0.00,278.0
11.101,0.00,278.0
11.200,0.00,278.0
11.300,0.00,278.0
11.401,0.00,278.0
11.500,0.00,278.0
11.601,0.00,278.0
11.700,0.00,278.0
11.801,0.00,278.0
11.901,0.00,278.0
12.001,0.00,278.0
12.101,0.00,278.0
12.200,0.00,278.0
12.301,0.00,278.0
12.401,0.00,278.0
12.501,0.00,278.0
12.600,0.00,278.0
12.701,0.00,278.0
12.801,0.00,278.0
12.900,0.00,278.0
13.001,0.00,278.0
13.101,0.00,278.0
13.201,0.00,278.0
13.301,0.00,278.0
13.400,0.00,278.0
13.501,0.00,278.0
13.601,0.00,278.0
13.701,0.00,278.0
13.801,0.00,278.0
13.901,0.00,278.0
14.000,0.00,278.0
14.100,0.00,278.0
14.201,0.00,278.0
14.300,0.00,278.0
14.401,0.00,278.0
14.500,0.00,278.0
14.600,0.00,278.0
14.701,0.00,278.0
14.800,0.00,278.0
14.901,0.00,278.0
15.001,0.00,278.0
15.100,0.00,278.0
15.200,0.00,278.0
15.301,0.00,278.0
15.401,0.00,278.0
15.501,0.00,278.0
15.601,0.00,278.0
15.701,0.00,278.0
15.801,0.00,278.0
15.900,0.00,278.0
16.000,0.00,278.0
16.100,0.00,278.0
16.201,0.00,278.0
16.301,0.00,278.0
16.401,0.00,278.0
16.500,0.00,278.0
16.601,0.00,278.0
16.700,0.00,278.0
16.800,0.00,278.0
16.901,0.00,278.0
17.001,0.00,278.0
17.100,0.00,278.0
17.201,0.00,278.0
17.301,0.00,278.0
17.400,0.00,278.0
17.501,0.00,278.0
17.600,0.00,278.0
17.701,0.00,278.0
17.801,0.00,278.0
17.900,0.00,278.0
18.000,0.00,278.0
18.100,0.00,278.0
18.200,0.00,278.0
18.300,0.00,278.0
18.401,0.00,278.0
18.501,0.00,278.0
18.601,0.00,278.0
18.701,0.00,278.0
18.800,0.00,278.0
18.900,0.00,278.0
19.000,0.00,278.0
19.101,0.00,278.0
19.201,0.00,278.0
19.300,0.00,278.0
19.400,0.00,278.0
19.501,0.00,278.0
19.600,0.00,278.0
19.700,0.00,278.0
19.800,0.00,278.0
19.900,0.00,278.0
20.000,0.00,278.0
20.101,0.00,278.0
20.200,0.00,278.0
20.301,0.00,278.0
20.400,0.00,278.0
20.501,0.00,278.0
20.600,0.00,278.0
20.701,0.00,278.0
20.801,0.00,278.0
20.901,0.00,278.0
21.000,0.00,278.0
21.100,0.00,278.0
21.201,0.00,278.0
21.300,0.00,278.0
21.401,0.00,278.0
21.500,0.00,278.0
21.600,0.00,278.0
21.701,0.00,278.0
21.800,0.00,278.0
21.901,0.00,278.0
22.000,0.00,278.0
22.100,0.00,278.0
22.201,0.00,278.0
22.301,0.00,278.0
22.401,0.00,278.0
22.500,0.00,278.0
22.600,0.00,278.0
22.700,0.00,278.0
22.800,0.00,278.0
22.900,0.00,278.0
23.001,0.00,278.0
23.100,0.00,278.0
23.200,0.00,278.0
23.301,0.00,278.0
23.401,0.00,278.0
23.501,0.00,278.0
23.600,0.00,278.0
23.701,0.00,278.0
23.800,0.00,278.0
23.900,0.00,278.0
24.001,0.00,278.0
24.100,0.00,278.0
24.200,0.00,278.0
24.300,0.00,278.0
24.400,0.00,278.0
24.501,0.00,278.0
24.601,0.00,278.0
24.701,0.00,278.0
24.801,0.00,278.0
24.901,0.00,278.0
25.000,0.00,278.0
25.100,0.00,278.0
25.200,0.00,278.0
25.301,0.00,278.0
25.400,0.00,278.0
25.500,0.00,278.0
25.601,0.00,278.0
25.700,0.00,278.0
25.801,0.00,278.0
25.901,0.00,278.0
26.001,0.00,278.0
26.100,0.00,278.0
26.201,0.00,278.0
