workflow,TTFP (s),Latency P50 (ms),Latency P95 (ms),FPS,Throughput (kS/s),Dropped (%),CPU avg (%),CPU max (%),RSS avg (MB),RSS max (MB)
W?,0.08220285002607852,54.58870000438765,64.622399979271,7.136595863147767,392.0565,0.0,15.7615237263073,42.599999999999994,267.06353793926047,270.0
